id,course_id,teacher_id,class_id,department,classroom_id,school_year,semester,week,jieci,biweekly,starting_and_ending_weeks,num_of_class
(2020-2021-1)-0401140041-0000891-2,0401140041,0000891,2019010173,,0202204,2020-2021,1,星期一,"第1,2节",,1—16,131
(2020-2021-1)-0401140041-0000891-3,0401140041,0000891,2019010174,,0202204,2020-2021,1,星期一,"第1,2节",,1—16,131
(2020-2021-1)-0401140041-0001176-1,0401140041,0001176,2019010129,,0204503,2020-2021,1,星期一,"第1,2节",,1—16,96
(2020-2021-1)-0401140041-0001176-2,0401140041,0001176,2019010130,,0204503,2020-2021,1,星期一,"第1,2节",,1—16,96
(2020-2021-1)-0401140041-0000019-1,0401140041,0000019,2019010139,,0201205,2020-2021,1,星期一,"第1,2节",,1—9,89
(2020-2021-1)-0401140041-0000019-2,0401140041,0000019,2019010141,,0201205,2020-2021,1,星期一,"第1,2节",,1—9,89
(2020-2021-1)-0401140041-0000019-3,0401140041,0000019,2019010139,,0201205,2020-2021,1,星期一,"第1,2节",,14—17,89
(2020-2021-1)-0401140041-0000019-4,0401140041,0000019,2019010141,,0201205,2020-2021,1,星期一,"第1,2节",,14—17,89
(2020-2021-1)-1603142051-0002309-1,1603142051,0002309,2019010114,,0203206,2020-2021,1,星期一,"第1,2节",,1—16,51
(2020-2021-1)-0103143011-0000049-1,0103143011,0002099,2019010123,,0201319,2020-2021,1,星期一,"第1,2节",,1—16,61
(2020-2021-1)-0103143011-0000049-2,0103143011,0000049,2019010123,,0201319,2020-2021,1,星期一,"第1,2节",,1—16,61
(2020-2021-1)-1702144132-0002011-1,1702144132,0002011,2018010186,,0203103,2020-2021,1,星期一,"第1,2节",,1—12,46
(2020-2021-1)-1303141051-0000366-1,1303141051,0000366,2019010164,,0208507,2020-2021,1,星期一,"第1,2节",双,1—14,30
(2020-2021-1)-1306141052-0002114-1,1306141052,0002114,2018010176,,0203106,2020-2021,1,星期一,"第1,2节",,1—14,35
(2020-2021-1)-1511204015-0001845-1,1511204015,0001845,2017010128,,0201401,2020-2021,1,星期一,"第1,2节",,1—6,21
(2020-2021-1)-1511204015-0001845-2,1511204015,0001845,2017010129,,0201401,2020-2021,1,星期一,"第1,2节",,1—6,21
(2020-2021-1)-1505006212-0001231-1,1505006212,0001231,2017010120,,0210503,2020-2021,1,星期一,"第1,2节",,15—17,28
(2020-2021-1)-1505006212-0001328-1,1505006212,0001328,2017010122,,0210501,2020-2021,1,星期一,"第1,2节",,15—17,27
(2020-2021-1)-1505006212-0000149-1,1505006212,0000149,2017010121,,0210502,2020-2021,1,星期一,"第1,2节",,15—17,26
(2020-2021-1)-1505006212-0001351-1,1505006212,0001351,2017010123,,0210504,2020-2021,1,星期一,"第1,2节",,16—18,29
(2020-2021-1)-1505306011-0002373-1,1505306011,0002373,2017010106,,0210508,2020-2021,1,星期一,"第1,2节",,8—9,36
(2020-2021-1)-1003146152-0001402-1,1003146152,0001402,2018010178,,0208514,2020-2021,1,星期一,"第1,2节",,1—13,73
(2020-2021-1)-1003146152-0001402-2,1003146152,0001402,2018010179,,0208514,2020-2021,1,星期一,"第1,2节",,1—13,73
(2020-2021-1)-1003146252-0001318-1,1003146252,0001318,2018010177,,0201419,2020-2021,1,星期一,"第1,2节",,1—9,30
(2020-2021-1)-1508405009-0000721-1,1508405009,0000721,2017010107,,0201421,2020-2021,1,星期一,"第1,2节",,1—8,46
(2020-2021-1)-1603142141-0002310-1,1603142141,0002310,2018010213,,0201506,2020-2021,1,星期一,"第1,2节",,1—16,45
(2020-2021-1)-1603142161-0001484-1,1603142161,0001484,2018010214,,0201414,2020-2021,1,星期一,"第1,2节",,1—16,49
(2020-2021-1)-1505306010-0001324-1,1505306010,0001324,2017010106,,0210507,2020-2021,1,星期一,"第1,2节",,13—15,36
(2020-2021-1)-1505106036-0000863-1,1505106036,0000863,2017010138,,0211503,2020-2021,1,星期一,"第1,2节",,10—13,36
(2020-2021-1)-1505106035-0000654-1,1505106035,0000654,2017010138,,0211503,2020-2021,1,星期一,"第1,2节",,6—9,36
(2020-2021-1)-0303245531-0001933-1,0303245531,0001933,2018010167,,0212409,2020-2021,1,星期一,"第1,2节",,10—15,7
(2020-2021-1)-0303245471-0000654-1,0303245471,0000654,2018010167,,0212409,2020-2021,1,星期一,"第1,2节",,1—4,7
(2020-2021-1)-0303245242-0000812-1,0303245242,0000812,2018010167,,0212409,2020-2021,1,星期一,"第1,2节",,6—9,7
(2020-2021-1)-0706140012-0002028-1,0706140012,0002028,2018010183,,0203110,2020-2021,1,星期一,"第1,2节",双,1—16,49
(2020-2021-1)-0306242052-0000147-1,0306242052,0000147,2018010194,,0201214,2020-2021,1,星期一,"第1,2节",,12—13,27
(2020-2021-1)-0306242052-0000147-2,0306242052,0000147,2018010193,,0210507,2020-2021,1,星期一,"第1,2节",,16—17,27
(2020-2021-1)-0306242052-0000614-1,0306242052,0000614,2018010195,,0201215,2020-2021,1,星期一,"第1,2节",,16—17,27
(2020-2021-1)-0303241151-0002129-1,0303241151,0002129,2018010111,,0211508,2020-2021,1,星期一,"第1,2节",,5—8,30
(2020-2021-1)-0303241151-0002129-2,0303241151,0002129,2018010110,,0211507,2020-2021,1,星期一,"第1,2节",,9—12,31
(2020-2021-1)-1505105003-0000940-1,1505105003,0000940,2017010139,,0203213,2020-2021,1,星期一,"第1,2节",,13—15,41
(2020-2021-1)-1505105003-0000863-1,1505105003,0000863,2017010138,,0211503,2020-2021,1,星期一,"第1,2节",,14—16,36
(2020-2021-1)-1505105003-0001196-1,1505105003,0001196,2017010140,,0204209,2020-2021,1,星期一,"第1,2节",,15—17,21
(2020-2021-1)-1704141452-0001233-1,1704141452,0000051,2018010223,,0209312,2020-2021,1,星期一,"第1,2节",,2—17,87
(2020-2021-1)-1704141452-0001233-2,1704141452,0000051,2018010224,,0209312,2020-2021,1,星期一,"第1,2节",,2—17,87
(2020-2021-1)-1704141452-0001233-3,1704141452,0000053,2018010223,,0209312,2020-2021,1,星期一,"第1,2节",,2—17,87
(2020-2021-1)-1704141452-0001233-4,1704141452,0000053,2018010224,,0209312,2020-2021,1,星期一,"第1,2节",,2—17,87
(2020-2021-1)-1704141452-0001233-5,1704141452,0001233,2018010223,,0209312,2020-2021,1,星期一,"第1,2节",,2—17,87
(2020-2021-1)-1704141452-0001233-6,1704141452,0001233,2018010224,,0209312,2020-2021,1,星期一,"第1,2节",,2—17,87
(2020-2021-1)-0303245131-0000812-1,0303245131,0000812,2018010168,,0212418,2020-2021,1,星期一,"第1,2节",,10—15,9
(2020-2021-1)-0303245071-0001146-1,0303245071,0001146,2018010168,,0212418,2020-2021,1,星期一,"第1,2节",,1—4,9
(2020-2021-1)-0303245042-0001060-1,0303245042,0001060,2018010168,,0212418,2020-2021,1,星期一,"第1,2节",,6—9,9
(2020-2021-1)-1302142011-0000724-1,1302142011,0000724,2020010153,,0203207,2020-2021,1,星期一,"第1,2节",,3—16,56
(2020-2021-1)-1303143041-0001209-1,1303143041,0001209,2019010199,,0208507,2020-2021,1,星期一,"第1,2节",单,1—14,41
(2020-2021-1)-1706144031-0000523-1,1706144031,0000523,2019010172,,0208417,2020-2021,1,星期一,"第1,2节",,1—16,42
(2020-2021-1)-1103242201-0001050-1,1103242201,0001050,2018010240,,0206404,2020-2021,1,星期一,"第1,2节",,1—16,30
(2020-2021-1)-0903141061-0001830-1,0903141061,0001830,2018010187,,0209425,2020-2021,1,星期一,"第1,2节",单,1—10,40
(2020-2021-1)-0903142021-0001002-1,0903142021,0001002,2018010189,,0201519,2020-2021,1,星期一,"第1,2节",,1—10,30
(2020-2021-1)-0906141121-0002138-1,0906141121,0002401,2018010188,,0203107,2020-2021,1,星期一,"第1,2节",,1—12,38
(2020-2021-1)-0906141121-0002138-2,0906141121,0002138,2018010188,,0203107,2020-2021,1,星期一,"第1,2节",,1—12,38
(2020-2021-1)-1506140212-0000012-1,1506140212,0000012,2018010116,,0209424,2020-2021,1,星期一,"第1,2节",,1—16,88
(2020-2021-1)-1506140212-0000012-2,1506140212,0000012,2018010117,,0209424,2020-2021,1,星期一,"第1,2节",,1—16,88
(2020-2021-1)-1506140212-0000775-1,1506140212,0000775,2018010161,,0202512,2020-2021,1,星期一,"第1,2节",,1—16,93
(2020-2021-1)-1506140212-0000775-2,1506140212,0000775,2018010162,,0202512,2020-2021,1,星期一,"第1,2节",,1—16,93
(2020-2021-1)-1506140212-0000012-3,1506140212,0002251,2018010116,,0209424,2020-2021,1,星期一,"第1,2节",,1—16,88
(2020-2021-1)-1506140212-0000012-4,1506140212,0002251,2018010117,,0209424,2020-2021,1,星期一,"第1,2节",,1—16,88
(2020-2021-1)-0306242131-0000147-1,0306242131,0000147,2018010193,,0210507,2020-2021,1,星期一,"第1,2节",单,3—3,27
(2020-2021-1)-0306242131-0000153-1,0306242131,0000153,2018010194,,0201214,2020-2021,1,星期一,"第1,2节",单,3—3,27
(2020-2021-1)-0306242131-0000147-2,0306242131,0000147,2018010193,,0210507,2020-2021,1,星期一,"第1,2节",单,5—7,27
(2020-2021-1)-0306242131-0000153-2,0306242131,0000153,2018010194,,0201214,2020-2021,1,星期一,"第1,2节",单,5—7,27
(2020-2021-1)-0306242131-0000147-3,0306242131,0000147,2018010193,,0210507,2020-2021,1,星期一,"第1,2节",单,3—7,27
(2020-2021-1)-0306242131-0000153-3,0306242131,0000153,2018010194,,0201214,2020-2021,1,星期一,"第1,2节",单,3—7,27
(2020-2021-1)-0306242131-0000153-4,0306242131,0000153,2018010195,,0201215,2020-2021,1,星期一,"第1,2节",,12—15,27
(2020-2021-1)-1704140051-0001062-1,1704140051,0001062,2020010127,,0208516,2020-2021,1,星期一,"第1,2节",,4—11,80
(2020-2021-1)-1704140051-0001062-2,1704140051,0001062,2020010128,,0208516,2020-2021,1,星期一,"第1,2节",,4—11,80
(2020-2021-1)-0706142041-0001348-1,0706142041,0001348,2019010203,,0209528A,2020-2021,1,星期一,"第1,2节",双,1—16,48
(2020-2021-1)-0706142041-0000191-1,0706142041,0000191,2019010169,,0208415,2020-2021,1,星期一,"第1,2节",,1—16,47
(2020-2021-1)-0703140051-0001349-1,0703140051,0001940,2018010218,,0208418,2020-2021,1,星期一,"第1,2节",单,1—15,49
(2020-2021-1)-0703140051-0001349-2,0703140051,0001349,2018010218,,0208418,2020-2021,1,星期一,"第1,2节",单,1—15,49
(2020-2021-1)-0703140051-0001211-1,0703140051,0001211,2019010211,,0201219,2020-2021,1,星期一,"第1,2节",单,1—16,62
(2020-2021-1)-0703140051-0001211-2,0703140051,0001211,2019010209,,0201313,2020-2021,1,星期一,"第1,2节",双,1—16,44
(2020-2021-1)-1202140061-0000168-1,1202140061,0000168,2019010183,,0201309,2020-2021,1,星期一,"第1,2节",,1—15,57
(2020-2021-1)-0706146051-0000481-1,0706146051,0000481,2019010203,,0209525B,2020-2021,1,星期一,"第1,2节",单,1—16,48
(2020-2021-1)-0802140041-0000687-1,0802140041,0000687,2019010192,,0201308,2020-2021,1,星期一,"第1,2节",,1—14,36
(2020-2021-1)-0803140041-0000773-1,0803140041,0000773,2018010205,,0202309,2020-2021,1,星期一,"第1,2节",,10—17,37
(2020-2021-1)-0303241252-0000825-1,0303241252,0000825,2018010111,,0201203,2020-2021,1,星期一,"第1,2节",,17—18,30
(2020-2021-1)-0303241252-0001254-1,0303241252,0001254,2018010110,,0210501,2020-2021,1,星期一,"第1,2节",,18—19,31
(2020-2021-1)-0303244252-0002375-1,0303244252,0002375,2018010114,,0210501,2020-2021,1,星期一,"第1,2节",,18—19,29
(2020-2021-1)-0603142061-0000791-1,0603142061,0000791,2018010136,,0201507,2020-2021,1,星期一,"第1,2节",,1—16,39
(2020-2021-1)-0303246711-0000142-1,0303246711,0000142,2019010157,,0212414,2020-2021,1,星期一,"第1,2节",,10—15,9
(2020-2021-1)-0303246731-0000142-1,0303246731,0000142,2018010169,,0212414,2020-2021,1,星期一,"第1,2节",,10—15,8
(2020-2021-1)-0303246651-0000142-1,0303246651,0000142,2019010157,,0212414,2020-2021,1,星期一,"第1,2节",,1—4,9
(2020-2021-1)-0303246671-0000142-1,0303246671,0000142,2018010169,,0212414,2020-2021,1,星期一,"第1,2节",,1—4,8
(2020-2021-1)-0303245832-0000940-1,0303245832,0000940,2019010157,,0212414,2020-2021,1,星期一,"第1,2节",,6—9,9
(2020-2021-1)-0303245842-0000940-1,0303245842,0000940,2018010169,,0212414,2020-2021,1,星期一,"第1,2节",,6—9,8
(2020-2021-1)-0401140021-0001942-1,0401140021,0001942,2020010115,,0201219,2020-2021,1,星期一,"第1,2节",双,3—16,82
(2020-2021-1)-0401140021-0001942-2,0401140021,0001942,2020010116,,0201219,2020-2021,1,星期一,"第1,2节",双,3—16,82
(2020-2021-1)-0401140051-0001942-1,0401140051,0001942,2018010103,,0209314,2020-2021,1,星期一,"第1,2节",单,1—1,84
(2020-2021-1)-0401140051-0001942-2,0401140051,0001942,2018010183,,0209314,2020-2021,1,星期一,"第1,2节",单,1—1,84
(2020-2021-1)-0401140051-0000701-1,0401140051,0000701,2018010152,,0202206,2020-2021,1,星期一,"第1,2节",单,1—1,104
(2020-2021-1)-0401140051-0000701-2,0401140051,0000701,2018010153,,0202206,2020-2021,1,星期一,"第1,2节",单,1—1,104
(2020-2021-1)-0401140051-0001942-3,0401140051,0001942,2018010103,,0209314,2020-2021,1,星期一,"第1,2节",单,11—11,84
(2020-2021-1)-0401140051-0001942-4,0401140051,0001942,2018010183,,0209314,2020-2021,1,星期一,"第1,2节",单,11—11,84
(2020-2021-1)-0401140051-0000701-3,0401140051,0000701,2018010152,,0202206,2020-2021,1,星期一,"第1,2节",单,11—11,104
(2020-2021-1)-0401140051-0000701-4,0401140051,0000701,2018010153,,0202206,2020-2021,1,星期一,"第1,2节",单,11—11,104
(2020-2021-1)-0401140051-0001942-5,0401140051,0001942,2018010103,,0209314,2020-2021,1,星期一,"第1,2节",单,9—9,84
(2020-2021-1)-0401140051-0001942-6,0401140051,0001942,2018010183,,0209314,2020-2021,1,星期一,"第1,2节",单,9—9,84
(2020-2021-1)-0401140051-0000701-5,0401140051,0000701,2018010152,,0202206,2020-2021,1,星期一,"第1,2节",单,9—9,104
(2020-2021-1)-0401140051-0000701-6,0401140051,0000701,2018010153,,0202206,2020-2021,1,星期一,"第1,2节",单,9—9,104
(2020-2021-1)-1102140051-0001051-1,1102140051,0001051,2019010187,,0209420,2020-2021,1,星期一,"第1,2节",,1—16,57
(2020-2021-1)-1102140051-0001051-2,1102140051,0001051,2019010188,,0209420,2020-2021,1,星期一,"第1,2节",,1—16,57
(2020-2021-1)-1508207103-0002173-1,1508207103,0002173,2017010116,,0201521,2020-2021,1,星期一,"第1,2节",,1—8,39
(2020-2021-1)-1103240011-0000436-1,1103240011,0000436,2020010182,,0200001,2020-2021,1,星期一,"第1,2节",,3—14,27
(2020-2021-1)-1103240011-0002115-1,1103240011,0002115,2020010179,,0200001,2020-2021,1,星期一,"第1,2节",,3—14,28
(2020-2021-1)-1512009008-0001902-1,1512009008,0001902,2018010102,,0201315,2020-2021,1,星期一,"第1,2节",,5—16,37
(2020-2021-1)-0606143071-0000707-1,0606143071,0000708,2018010115,,0201411,2020-2021,1,星期一,"第1,2节",双,1—16,35
(2020-2021-1)-0606143071-0000707-2,0606143071,0000707,2018010115,,0201411,2020-2021,1,星期一,"第1,2节",双,1—16,35
(2020-2021-1)-0502140171-0000343-1,0502140171,0000343,2019010195,,0201307,2020-2021,1,星期一,"第1,2节",,4—11,63
(2020-2021-1)-1517106016-0002125-1,1517106016,0002125,2017010110,,0208517,2020-2021,1,星期一,"第1,2节",,1—8,54
(2020-2021-1)-1515206014-0002134-1,1515206014,0002134,2017010154,,0201510,2020-2021,1,星期一,"第1,2节",,7—8,51
(2020-2021-1)-1003140222-0001262-1,1003140222,0001262,2018010149,,0202102,2020-2021,1,星期一,"第1,2节",,1—3,110
(2020-2021-1)-1003140222-0001262-2,1003140222,0001262,2018010150,,0202102,2020-2021,1,星期一,"第1,2节",,1—3,110
(2020-2021-1)-1003140222-0001262-3,1003140222,0001262,2018010151,,0202102,2020-2021,1,星期一,"第1,2节",,1—3,110
(2020-2021-1)-1302143051-0000963-1,1302143051,0000963,2020010192,,0202101,2020-2021,1,星期一,"第1,2节",,3—14,42
(2020-2021-1)-0102140211-0000656-1,0102140211,0000656,2018010127,,0203104,2020-2021,1,星期一,"第1,2节",,1—16,55
(2020-2021-1)-0603141051-0000263-1,0603141051,0000263,2019010126,,0209526B,2020-2021,1,星期一,"第1,2节",双,1—16,42
(2020-2021-1)-0102140051-0000047-1,0102140051,0000047,2020010125,,0209309,2020-2021,1,星期一,"第1,2节",,3—18,44
(2020-2021-1)-0306142031-0001410-1,0306142031,0001410,2019010178,,0201306,2020-2021,1,星期一,"第1,2节",,1—6,32
(2020-2021-1)-1302144021-0000321-1,1302144021,0000321,2020010110,,0209524A,2020-2021,1,星期一,"第1,2节",,3—16,59
(2020-2021-1)-1302144021-0000321-2,1302144021,0000110,2020010110,,0209524A,2020-2021,1,星期一,"第1,2节",,3—16,59
(2020-2021-1)-1203140071-0001413-1,1203140071,0001413,2019010224,,0208502,2020-2021,1,星期一,"第1,2节",,1—16,99
(2020-2021-1)-1203140071-0001413-2,1203140071,0001413,2019010225,,0208502,2020-2021,1,星期一,"第1,2节",,1—16,99
(2020-2021-1)-0306243171-0001035-1,0306243171,0001035,2018010139,,0204307,2020-2021,1,星期一,"第1,2节",,16—19,25
(2020-2021-1)-0306243171-0000616-1,0306243171,0000616,2018010140,,0204309,2020-2021,1,星期一,"第1,2节",,16—19,22
(2020-2021-1)-0306243171-0001198-1,0306243171,0001255,2018010137,,0204308,2020-2021,1,星期一,"第1,2节",,16—19,28
(2020-2021-1)-0306243171-0001061-1,0306243171,0001061,2018010138,,0202209,2020-2021,1,星期一,"第1,2节",,16—19,26
(2020-2021-1)-1505006210-0000149-1,1505006210,0000149,2017010123,,0210503,2020-2021,1,星期一,"第1,2节",,8—11,29
(2020-2021-1)-1505006210-0002372-1,1505006210,0002372,2017010121,,0210501,2020-2021,1,星期一,"第1,2节",,8—11,26
(2020-2021-1)-1505006210-0001061-1,1505006210,0001061,2017010120,,0210504,2020-2021,1,星期一,"第1,2节",,8—11,28
(2020-2021-1)-1505006210-0000942-1,1505006210,0000942,2017010122,,0210502,2020-2021,1,星期一,"第1,2节",,8—11,27
(2020-2021-1)-1703141230-0000596-1,1703141230,0000596,2019010207,,0209520,2020-2021,1,星期一,"第1,2节",,1—16,43
(2020-2021-1)-1703141230-0001120-1,1703141230,0001120,2019010204,,0209524B,2020-2021,1,星期一,"第1,2节",,1—16,43
(2020-2021-1)-1702241221-0000287-1,1702241221,0000287,2018010220,,0203105,2020-2021,1,星期一,"第1,2节",,2—13,44
(2020-2021-1)-0306242151-0001195-1,0306242151,0001195,2018010195,,0211513,2020-2021,1,星期一,"第1,2节",单,3—3,27
(2020-2021-1)-0306242151-0001195-2,0306242151,0001195,2018010195,,0211513,2020-2021,1,星期一,"第1,2节",单,5—7,27
(2020-2021-1)-0306242151-0001195-3,0306242151,0001195,2018010195,,0211513,2020-2021,1,星期一,"第1,2节",单,3—7,27
(2020-2021-1)-0306242151-0000941-1,0306242151,0000941,2018010193,,0201203,2020-2021,1,星期一,"第1,2节",,12—15,27
(2020-2021-1)-0306242151-0001195-4,0306242151,0001195,2018010194,,0211507,2020-2021,1,星期一,"第1,2节",,14—17,27
(2020-2021-1)-1302144051-0000304-1,1302144051,0000304,2019010109,,0208506,2020-2021,1,星期一,"第1,2节",单,1—16,58
(2020-2021-1)-0401140061-0001115-1,0401140061,0001115,2020010165,,0201202,2020-2021,1,星期一,"第1,2节",,11—14,105
(2020-2021-1)-0401140061-0001115-2,0401140061,0001115,2020010166,,0201202,2020-2021,1,星期一,"第1,2节",,11—14,105
(2020-2021-1)-0401140061-0001300-1,0401140061,0001300,2020010189,,0201401,2020-2021,1,星期一,"第1,2节",,11—14,90
(2020-2021-1)-0401140061-0001300-2,0401140061,0001300,2020010190,,0201401,2020-2021,1,星期一,"第1,2节",,11—14,90
(2020-2021-1)-0401140061-0001115-3,0401140061,0001115,2020010121,,0201401,2020-2021,1,星期一,"第1,2节",,15—18,90
(2020-2021-1)-0401140061-0001115-4,0401140061,0001115,2020010122,,0201401,2020-2021,1,星期一,"第1,2节",,15—18,90
(2020-2021-1)-0401140061-0001300-3,0401140061,0001300,2020010172,,0201510,2020-2021,1,星期一,"第1,2节",,15—18,68
(2020-2021-1)-0401140061-0001300-4,0401140061,0001300,2020010173,,0201510,2020-2021,1,星期一,"第1,2节",,15—18,68
(2020-2021-1)-0401140061-0001115-5,0401140061,0001115,2020010113,,0201202,2020-2021,1,星期一,"第1,2节",,3—6,92
(2020-2021-1)-0401140061-0001115-6,0401140061,0001115,2020010212,,0201202,2020-2021,1,星期一,"第1,2节",,3—6,92
(2020-2021-1)-0401140061-0001302-1,0401140061,0001302,2020010174,,0203303,2020-2021,1,星期一,"第1,2节",,6—9,55
(2020-2021-1)-0401140061-0001115-7,0401140061,0001115,2020010141,,0201401,2020-2021,1,星期一,"第1,2节",,7—10,106
(2020-2021-1)-0401140061-0001115-8,0401140061,0001115,2020010142,,0201401,2020-2021,1,星期一,"第1,2节",,7—10,106
(2020-2021-1)-0401140061-0001300-5,0401140061,0001300,2020010185,,0208505,2020-2021,1,星期一,"第1,2节",,7—10,110
(2020-2021-1)-0401140061-0001300-6,0401140061,0001300,2020010186,,0208505,2020-2021,1,星期一,"第1,2节",,7—10,110
(2020-2021-1)-0401140081-0000674-1,0401140081,0000674,2019010121,,0201209,2020-2021,1,星期一,"第1,2节",,3—6,90
(2020-2021-1)-0401140081-0000674-2,0401140081,0000674,2019010122,,0201209,2020-2021,1,星期一,"第1,2节",,3—6,90
(2020-2021-1)-0401140081-0000979-1,0401140081,0000979,2019010145,,0202103,2020-2021,1,星期一,"第1,2节",,5—8,107
(2020-2021-1)-0401140081-0000979-2,0401140081,0000979,2019010146,,0202103,2020-2021,1,星期一,"第1,2节",,5—8,107
